"host_total_listings_count","room_type","latitude","longitude","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","availability_365","number_of_reviews"
26,"Entire home/apt",42.3495655208439,-71.0859221933018,1,2,2,188,1,1,339,11
1,"Entire home/apt",42.3642099016098,-71.0540773775443,1,1,1,67,2,55,1,39
1,"Private room",42.3300059909188,-71.1127664686183,1.5,1,1,10,24,88,0,24
12,"Private room",42.29770901,-71.0597909618158,1.5,1,1,326,8,35,352,244
1,"Private room",42.3442440786603,-71.1472528877906,2,1,1,146,8,55,262,3
1,"Entire home/apt",42.3664908695811,-71.0531244564354,1,1,1,83,34,101,327,8
630,"Entire home/apt",42.3448134217852,-71.0989053360578,1,1,1,46,45,112,95,3
1,"Entire home/apt",42.34230505419,-71.0820641863899,1,1,1,147,2,89,18,1
1,"Private room",42.3747577340193,-71.0594179837646,1,1,1,32,27,88,160,66
1,"Entire home/apt",42.3583327106305,-71.0671765703184,1,1,2,50,1,1,0,8
1,"Entire home/apt",42.3429879714949,-71.0775966613464,1,1,2,88,24,82,4,5
5,"Entire home/apt",42.2939361472713,-71.0675703505849,2,3,3,78,24,70,161,23
1,"Entire home/apt",42.3284957434394,-71.1090333898406,2,2,3,67,34,77,127,1
1,"Private room",42.3531879135996,-71.1556238871102,1,1,1,296,1,81,32,11
1,"Entire home/apt",42.3607689880203,-71.0644490635072,3.5,4,6,327,49,62,285,25
630,"Entire home/apt",42.3517375103551,-71.0628230538852,3,2,2,36,45,22,100,13
11,"Shared room",42.3190357760203,-71.0974256169968,1.5,1,1,292,1,1,247,3
1,"Entire home/apt",42.2864121606065,-71.1537157402528,2,3,3,141,34,108,339,59
339,"Entire home/apt",42.3634080051407,-71.0676339012224,1,1,2,117,1,4,0,1
1,"Entire home/apt",42.3526424355976,-71.0761454559969,1,2,2,218,34,4,335,43
1,"Entire home/apt",42.3128901994779,-71.0831554819711,1,0,1,290,8,67,124,110
1,"Entire home/apt",42.2966079034037,-71.1136872460193,1,2,3,57,1,1,129,50
1,"Entire home/apt",42.3485404008507,-71.1375454858976,1,1,2,348,8,88,333,35
15,"Shared room",42.349999228728,-71.1332525117846,2,1,1,296,1,4,350,8
1,"Entire home/apt",42.3179889417716,-71.1098816474711,1,2,3,67,45,97,330,38
2,"Private room",42.3068115322748,-71.1105244224708,1,1,1,342,24,70,340,131
8,"Entire home/apt",42.2359685472613,-71.1315137356654,1,2,2,350,1,74,250,16
982,"Entire home/apt",42.3505788907273,-71.0600259305451,1,1,1,36,1,4,334,0
2,"Private room",42.3504410391818,-71.0797854116501,2,1,1,347,24,55,308,9
10,"Private room",42.3292424009943,-71.0549079955871,1,1,1,359,8,74,42,15
1,"Private room",42.3740653789257,-71.0601551478772,1,1,1,27,8,82,364,0
7,"Private room",42.3105017592971,-71.0481158636479,2,1,2,307,8,63,225,349
1,"Private room",42.3545239292819,-71.0598903012475,1.5,1,1,17,1,1,34,9
3,"Private room",42.3253545484278,-71.0813342685541,1,1,1,326,1,88,153,1
20,"Entire home/apt",42.3502373221541,-71.0889516225005,2.5,4,5,272,52,56,329,44
1,"Entire home/apt",42.3483659271689,-71.0487177563779,1,0,3,147,2,4,353,2
1,"Private room",42.3299033379081,-71.1093943913825,1,1,1,335,8,70,314,21
1,"Entire home/apt",42.3159480389768,-71.0412979717379,1,1,2,268,1,1,0,0
40,"Entire home/apt",42.3487420504077,-71.0906774802383,1,2,2,188,49,27,291,14
7,"Entire home/apt",42.3299406056997,-71.093505106791,1,1,2,76,1,95,324,57
4,"Private room",42.3431121486228,-71.1469329048049,1,1,2,258,1,61,15,15
1,"Entire home/apt",42.3473554503872,-71.1373868584984,1,2,2,88,14,4,256,11
982,"Entire home/apt",42.3648618980819,-71.0671541918605,2,2,2,83,1,4,360,0
9,"Private room",42.3572064290565,-71.1287166074407,2,1,1,319,8,70,327,87
982,"Entire home/apt",42.3430985204622,-71.1011227657688,2,2,2,86,1,4,360,2
17,"Private room",42.3866195420103,-71.0032549701226,2.5,1,1,284,8,61,79,21
1,"Entire home/apt",42.3515754649661,-71.0640003870066,1,1,3,84,1,1,81,48
630,"Entire home/apt",42.336755537746,-71.0744564902946,1,2,2,36,45,13,102,0
1,"Entire home/apt",42.3530930518764,-71.0769663647384,1,0,2,59,1,104,0,3
1,"Entire home/apt",42.3421257641275,-71.0867012032727,1,0,1,8,1,1,0,1
17,"Entire home/apt",42.3255276644084,-71.0940413845406,2,4,9,283,1,24,331,83
1,"Entire home/apt",42.2966317582509,-71.1124160506175,2,2,2,47,27,4,0,0
1,"Entire home/apt",42.3545736644487,-71.0724276335276,2,2,2,302,1,1,0,0
25,"Private room",42.324570129401,-71.05838331223,1,1,1,355,1,104,365,3
183,"Entire home/apt",42.3645552919121,-71.0636978543099,1,1,2,97,1,1,345,2
1,"Entire home/apt",42.3534605351508,-71.0631406762521,1,1,2,76,21,67,0,16
364,"Entire home/apt",42.3449303316545,-71.0997399252666,2,2,2,336,1,4,361,1
1,"Entire home/apt",42.3602390610502,-71.0669815187536,1,2,2,226,1,101,76,3
13,"Private room",42.353312381443,-71.1344519383911,2,1,1,187,24,35,0,20
2,"Private room",42.2868056712449,-71.1208236490823,2.5,1,1,271,2,74,3,5
40,"Entire home/apt",42.3575036551417,-71.0717965037795,1,0,1,88,49,9,334,1
5,"Private room",42.3186865221107,-71.0548434060184,1,1,1,319,2,70,273,21
9,"Private room",42.3200863394739,-71.0815997186523,1,1,1,256,8,3,0,7
1,"Private room",42.349876446949,-71.1701495290782,1,1,1,348,1,1,364,0
1,"Private room",42.3125667590635,-71.1260799891796,3.5,1,2,32,8,1,309,1
1,"Private room",42.3904371787224,-71.0098349994474,1,1,1,310,1,1,157,38
9,"Entire home/apt",42.329640149651,-71.0927414887555,2,4,5,306,5,36,0,3
1,"Private room",42.2873778178234,-71.0675014819542,1.5,3,3,284,1,3,138,4
4,"Private room",42.3141777507327,-71.0603669973088,2.5,1,1,319,2,3,354,86
9,"Entire home/apt",42.3647517257113,-71.0522801715611,3,3,4,184,49,30,290,40
2,"Entire home/apt",42.3496457358122,-71.0485976766048,2.5,4,4,287,49,36,171,0
1,"Entire home/apt",42.3342586493198,-71.0487785302255,2,3,3,247,49,1,190,7
1,"Private room",42.2970321749533,-71.0670398420174,1,1,1,326,8,1,61,11
30,"Entire home/apt",42.359296325918,-71.1401968573192,1,3,3,181,1,4,338,19
1,"Entire home/apt",42.3446012220623,-71.073975735842,1,0,1,350,1,1,0,3
4,"Entire home/apt",42.3264627965053,-71.1128590119918,2,2,3,218,1,117,155,16
4,"Entire home/apt",42.3796465328425,-71.0279206916581,1,3,3,107,2,97,2,0
3,"Private room",42.312540826271,-71.1224634974153,1,1,1,316,1,35,0,22
13,"Private room",42.3507272383926,-71.1420403406696,1,1,1,305,1,3,89,8
1,"Private room",42.3514857548276,-71.0629420236089,1,1,1,132,1,66,14,37
5,"Entire home/apt",42.3283957528475,-71.0889296139026,3,5,16,167,49,56,302,2
1,"Entire home/apt",42.3375282697037,-71.1594332407077,3,3,5,266,2,19,150,12
182,"Entire home/apt",42.3232003524054,-71.0598520600499,1,2,3,164,2,36,191,0
1,"Entire home/apt",42.3474160969084,-71.1673194912888,1,1,3,19,1,74,339,185
1,"Private room",42.3483452917931,-71.0917022728163,1,1,1,355,1,1,0,5
982,"Entire home/apt",42.3446771146135,-71.1002043728411,1,1,1,31,1,4,360,0
982,"Entire home/apt",42.3514351715107,-71.046354934027,2,3,3,278,1,36,22,1
1,"Entire home/apt",42.3519730658685,-71.0864393141144,1,1,1,67,2,82,334,9
1,"Private room",42.3232428995698,-71.1135711502513,1,1,1,335,1,1,0,0
1,"Private room",42.3443120987816,-71.0727587673648,1,1,1,32,1,61,324,78
1,"Private room",42.3291595274584,-71.1009981115698,2,1,1,316,1,67,0,8
1,"Private room",42.2721884880899,-71.0705581787421,1.5,1,1,322,1,1,69,81
1,"Entire home/apt",42.3760327638428,-71.0659186592447,1,3,2,110,1,82,0,1
364,"Entire home/apt",42.350768903609,-71.0609252820331,1,1,1,293,1,4,352,0
2,"Private room",42.2951265410069,-71.1192973928725,1,1,1,17,1,1,142,19
1,"Entire home/apt",42.3769361795441,-71.0338277694902,1,2,3,132,2,69,0,109
5,"Private room",42.339194005113,-71.0496721270176,2,1,1,360,8,67,88,12
630,"Entire home/apt",42.3417388851061,-71.0481450721535,1,1,1,26,45,112,86,15
26,"Entire home/apt",42.3489008253251,-71.0903136742879,1,2,2,188,49,27,309,9
1,"Entire home/apt",42.3505638102068,-71.0856688846268,1,1,1,110,1,1,0,1
5,"Private room",42.3539604769043,-71.0655099363595,1,1,1,319,11,2,0,2
9,"Entire home/apt",42.3578078702997,-71.0683507343221,1,0,1,55,2,115,14,14
8,"Private room",42.3140831204011,-71.0997381677722,1,1,1,322,1,1,364,1
1,"Entire home/apt",42.3614572417046,-71.133811445911,1,2,2,188,1,1,1,0
1,"Private room",42.3195100043409,-71.1053766032616,1,1,1,307,1,1,0,3
2,"Private room",42.3251375412461,-71.0926411200434,1,1,1,334,1,55,0,3
2,"Entire home/apt",42.3348567213645,-71.0410772519921,1,2,2,147,2,88,60,6
1,"Entire home/apt",42.3366317771633,-71.0748854317807,1,1,1,32,14,61,0,55
630,"Entire home/apt",42.3628599473378,-71.1290237276633,2,3,3,36,45,34,91,24
364,"Entire home/apt",42.3304451705546,-71.1102146243111,2,2,1,97,2,4,352,0
85,"Entire home/apt",42.3608738283845,-71.0629937770473,1,0,1,110,2,89,166,14
2,"Entire home/apt",42.3514513993175,-71.0864355243007,1,0,1,154,1,97,347,1
1,"Private room",42.346979915661,-71.1167798919818,1,1,1,57,8,55,0,1
2,"Entire home/apt",42.3339928498034,-71.1044900544699,1,0,1,47,27,82,0,0
31,"Private room",42.3046913604202,-71.0710391531735,1,1,1,205,34,74,365,1
1,"Entire home/apt",42.3599823801123,-71.0681279377578,1,0,1,360,1,70,0,1
79,"Entire home/apt",42.3667726094095,-71.0575919308456,1,2,3,57,27,89,28,54
3,"Private room",42.2980696318001,-71.1113611705114,1,1,1,310,2,2,1,3
7,"Private room",42.3081053390174,-71.0461963610757,1,1,2,339,8,65,262,351
4,"Entire home/apt",42.3180725668885,-71.1126700550527,2,4,4,244,8,19,334,28
630,"Entire home/apt",42.356286795786,-71.0611333557844,1,2,2,87,45,23,94,4
3,"Entire home/apt",42.3490539068981,-71.1303798789665,1,2,2,326,1,1,0,14
9,"Private room",42.3838692511766,-71.0804307386908,1,1,1,258,27,61,124,0
630,"Entire home/apt",42.3557770310884,-71.0623282417461,2,3,3,145,45,38,100,5
2,"Entire home/apt",42.3781087439832,-71.0583762975191,2,2,2,110,24,82,0,0
1,"Entire home/apt",42.3741567475602,-71.0620251283637,1,1,2,145,49,1,0,11
339,"Entire home/apt",42.3446442722485,-71.0981113086191,1,1,2,162,1,4,174,0
7,"Entire home/apt",42.3296465369835,-71.0950274181627,1,2,3,130,1,97,336,167
2,"Entire home/apt",42.3581924958824,-71.0539847003479,2,2,4,244,1,24,322,35
6,"Private room",42.3621512486184,-71.1311845173093,1,1,2,326,1,55,64,31
25,"Entire home/apt",42.317375173103,-71.0559350384739,1,3,3,360,1,93,315,26
5,"Private room",42.2955869463987,-71.1194156394595,1,1,1,271,1,1,0,220
1,"Entire home/apt",42.281989396388,-71.0696336262375,1.5,1,2,357,24,4,17,2
1,"Private room",42.2954830689953,-71.0704188576689,1,1,1,296,1,55,0,36
339,"Entire home/apt",42.3450443248518,-71.1000929834671,2,2,3,200,1,4,173,1
4,"Private room",42.3214147489138,-71.1067641717667,1,1,1,301,1,3,364,9
1,"Entire home/apt",42.3200204305201,-71.1045979616031,1.5,2,2,17,3,101,0,1
5,"Entire home/apt",42.3660901411692,-71.0525546517861,1,1,2,62,24,101,288,23
30,"Private room",42.3608853530911,-71.1416243160894,1,1,1,325,2,74,176,15
2,"Private room",42.381173274203,-71.0185825580895,1,1,1,310,1,74,0,0
364,"Entire home/apt",42.3309544422724,-71.1114277937813,2,2,2,94,2,4,346,0
1,"Private room",42.3395144286119,-71.0484553813719,1,1,1,110,8,4,246,3
1,"Private room",42.3538659851188,-71.1594967359093,1,0,1,234,2,82,0,2
3,"Private room",42.2995877876935,-71.1117802308025,1.5,1,1,326,2,61,3,50
4,"Entire home/apt",42.3661482733529,-71.0525786534254,1,2,2,122,8,101,199,153
1,"Entire home/apt",42.349328366695,-71.0848551935656,1,1,2,188,27,55,106,5
1,"Entire home/apt",42.3817602941937,-71.0606813870687,1.5,2,2,231,1,77,0,4
11,"Private room",42.3059503884647,-71.1048932510467,1,1,1,310,27,67,152,50
1,"Entire home/apt",42.3446337257722,-71.0438181526567,1,1,2,132,1,61,0,4
1,"Private room",42.3231973536186,-71.1020410633215,1,1,1,310,1,73,0,5
1,"Private room",42.2757156320464,-71.1301394266651,1,1,1,326,24,82,364,13
1,"Entire home/apt",42.3611566569111,-71.0660341612788,1,2,2,199,1,82,321,86
2,"Entire home/apt",42.2913317012208,-71.0682885997347,1,2,2,103,1,82,338,35
982,"Entire home/apt",42.328676657019,-71.1117802148083,2,2,1,83,2,4,87,0
1,"Entire home/apt",42.3558515354684,-71.1282163539342,2,3,3,165,34,117,181,53
1,"Entire home/apt",42.3483259311955,-71.136133712181,1,1,2,310,1,1,0,1
364,"Entire home/apt",42.3660112696467,-71.0611604450936,2,2,2,93,2,4,360,0
1,"Private room",42.3433885405517,-71.0883204050579,0.5,1,1,279,1,1,0,2
3,"Private room",42.3073248231368,-71.0657625049839,1,0,1,301,14,70,154,16
18,"Entire home/apt",42.3512266593293,-71.0640808067272,1,1,1,110,24,82,170,110
1,"Private room",42.3072022635818,-71.11958890231,1,1,1,335,1,67,0,1
982,"Entire home/apt",42.3338431131883,-71.1018176980618,1,1,1,76,1,4,0,0
79,"Entire home/apt",42.3467165124709,-71.1050067246797,1,0,1,319,8,74,121,52
3,"Entire home/apt",42.2876410347011,-71.1298828659042,1,1,1,32,49,74,329,33
1,"Private room",42.3434253259948,-71.0552952041581,1,1,1,321,1,1,0,39
1,"Entire home/apt",42.3495162123443,-71.0710119450063,1,2,1,147,34,97,2,12
5,"Entire home/apt",42.3495406146667,-71.0784871633571,1,1,2,174,34,36,345,1
4,"Private room",42.2890808203907,-71.0640631283257,1,1,2,256,1,42,167,2
1,"Entire home/apt",42.3336865850871,-71.0527215974606,2,3,3,267,1,47,275,2
1,"Entire home/apt",42.2906165571875,-71.132734614834,2,3,4,170,49,24,120,7
1,"Private room",42.3234373963823,-71.1139753696747,1,1,1,8,27,70,97,6
1,"Private room",42.3644084465805,-71.0578425944419,1,1,1,83,1,1,0,1
2,"Entire home/apt",42.3149716578255,-71.0523815340512,1.5,2,2,110,27,113,7,1
1,"Private room",42.3124713306164,-71.1184185631059,1,1,1,8,1,1,344,54
30,"Private room",42.35865949033,-71.1413339168797,1,1,1,316,1,74,164,35
505,"Entire home/apt",42.3647135546301,-71.0606280778724,2,2,2,253,1,17,309,7
18,"Entire home/apt",42.3757090664894,-71.0551849793911,1,2,3,74,8,70,329,5
14,"Private room",42.3723509688646,-71.0352481186298,1,1,1,310,1,81,45,78
79,"Entire home/apt",42.3512775790702,-71.0789868946484,1.5,3,3,67,21,88,97,64
1,"Entire home/apt",42.3740433333595,-71.0611766737255,1,1,1,8,1,4,358,103
339,"Entire home/apt",42.3446765703412,-71.1010593892352,1,1,1,152,1,4,171,1
2,"Private room",42.3516236191715,-71.1331709983951,2,1,1,359,1,82,154,23
11,"Entire home/apt",42.3476828852843,-71.0945115080349,1,0,3,107,1,88,81,1
7,"Private room",42.3191208388266,-71.0515832464688,1,1,1,57,1,1,0,4
6,"Entire home/apt",42.3090738969265,-71.1125419115942,1,1,1,58,2,74,350,17
1,"Entire home/apt",42.3649117894279,-71.0590419447876,1,0,1,78,24,83,331,11
1,"Private room",42.3352877815374,-71.0551134549397,1,1,1,355,1,55,0,1
1,"Private room",42.3414830530814,-71.0895202596961,1,1,1,301,1,1,0,1
7,"Shared room",42.308041989286,-71.0478823453555,2,1,6,314,8,55,0,6
1,"Private room",42.3319269402255,-71.1112738132293,1,1,1,348,1,3,0,3
1,"Private room",42.3656976514604,-71.1205640261005,1,1,1,310,8,35,0,11
1,"Private room",42.3470882100172,-71.0942855970653,1,1,1,284,1,1,0,3
3,"Private room",42.3117903192535,-71.1213270299157,1,2,3,46,1,67,4,37
1,"Private room",42.2928427248088,-71.1174097714908,1,1,1,301,1,1,19,14
982,"Entire home/apt",42.3654746790462,-71.0689164934902,2,2,2,87,1,4,360,0
8,"Private room",42.2979721011705,-71.080563409058,1,1,1,301,1,1,161,24
4,"Entire home/apt",42.3607049121415,-71.0694905476618,2,2,3,83,2,82,41,18
2,"Entire home/apt",42.3659516978014,-71.0318023818728,1,3,5,130,2,113,5,3
4,"Entire home/apt",42.3288014258816,-71.0955255689632,1,1,2,46,8,55,154,40
49,"Private room",42.3501220438503,-71.1023951204352,1,1,2,83,1,61,275,7
630,"Entire home/apt",42.347082755362,-71.1049635439238,1,1,2,36,45,8,92,18
2,"Private room",42.3252145845134,-71.0586079043729,1,1,1,217,8,45,46,181
2,"Private room",42.3435368916744,-71.0692593165414,1,1,1,8,1,1,0,0
1,"Private room",42.3169122139057,-71.1130254234823,1,1,1,286,1,1,0,3
1,"Private room",42.3172560257885,-71.0405722689537,1,1,1,217,24,1,34,3
22,"Entire home/apt",42.3598505158426,-71.0693454549602,1,0,1,119,1,1,0,14
3,"Private room",42.269595153246,-71.1185396738856,1,1,1,271,1,81,278,17
982,"Entire home/apt",42.3458593212485,-71.1001175700265,2,2,2,84,1,4,359,3
4,"Private room",42.3597739663558,-71.1353487487388,2,1,1,258,1,1,0,2
31,"Private room",42.306401989579,-71.072748295115,1,1,1,248,34,74,365,2
1,"Entire home/apt",42.3465498506168,-71.0929099766264,1,1,16,132,24,1,0,8
2,"Entire home/apt",42.3242919330709,-71.0964076451873,1,1,1,147,2,61,49,38
364,"Entire home/apt",42.3455095571593,-71.0994941618379,1,1,1,138,1,4,356,0
1,"Entire home/apt",42.337137288528,-71.051992209828,1,1,1,130,1,1,0,1
31,"Private room",42.3139142973339,-71.0941838131752,1,1,1,239,34,74,300,2
1,"Entire home/apt",42.3522524164432,-71.0717569312232,1,0,1,110,24,82,63,24
339,"Entire home/apt",42.3446014913639,-71.1017189794439,1,1,2,152,1,4,71,6
364,"Entire home/apt",42.3306656410092,-71.1125342795541,2,3,3,131,2,4,346,0
1,"Private room",42.2875976991767,-71.1344815340443,1,1,2,271,1,3,0,10
982,"Entire home/apt",42.3445566655803,-71.0986550332751,2,2,2,87,1,4,360,0
2,"Entire home/apt",42.3192258757971,-71.0552478664541,1,2,2,110,2,82,82,1
5,"Entire home/apt",42.3159111553913,-71.1127569120088,2,4,5,323,49,27,347,17
60,"Entire home/apt",42.3670761693238,-71.0575985560786,1,3,3,56,24,113,46,36
49,"Entire home/apt",42.3426617415952,-71.0745863930599,1,1,2,72,27,61,8,5
364,"Entire home/apt",42.348460589117,-71.0611622686307,1,0,1,37,2,4,316,0
12,"Entire home/apt",42.3488237525851,-71.0619997951412,2,4,7,244,8,32,327,8
1,"Entire home/apt",42.3587728884309,-71.1318318848957,1,2,2,103,1,1,0,1
364,"Entire home/apt",42.3661954236134,-71.0594607846911,1,1,2,57,2,4,360,0
1,"Private room",42.3489265427637,-71.134103475154,1,1,1,282,55,81,57,11
2,"Private room",42.2906829602925,-71.0619163352701,1,1,2,57,1,1,364,1
18,"Entire home/apt",42.3528407707494,-71.0626064563128,1,1,1,103,24,82,132,84
1,"Private room",42.3431526681132,-71.0963284700213,1,1,1,316,1,1,22,0
1,"Private room",42.3511947839369,-71.0584415634192,1,1,1,17,1,1,277,0
364,"Entire home/apt",42.3433948632416,-71.1003598492587,2,2,2,83,1,4,361,0
31,"Private room",42.317934681315,-71.0792263078639,1,1,1,246,34,74,287,4
16,"Entire home/apt",42.3832305646593,-71.077326781526,1,2,2,57,1,77,239,38
3,"Entire home/apt",42.3489835086403,-71.1387727259674,1,2,4,130,1,89,91,2
8,"Private room",42.2987933103818,-71.0806243275228,1,1,1,301,1,1,358,1
1,"Private room",42.3593018985026,-71.1340864011786,1,1,2,27,1,1,343,47
1,"Private room",42.3460604131309,-71.1524626039636,1,1,1,37,49,82,0,2
13,"Entire home/apt",42.3586692536681,-71.0633152650951,1,1,1,17,3,62,328,28
1,"Entire home/apt",42.3656575382527,-71.0558817276351,1,1,1,147,1,1,278,8
6,"Entire home/apt",42.2821422825004,-71.1290491530645,2.5,3,7,110,49,36,337,130
2,"Entire home/apt",42.288390603696,-71.0808921570528,1,1,1,57,1,1,0,9
7,"Entire home/apt",42.3513579909712,-71.0666956905176,1,1,2,97,2,4,271,18
630,"Entire home/apt",42.3635800205428,-71.1315050543147,2,2,2,36,45,19,101,9
2,"Entire home/apt",42.2890902367753,-71.1678545599306,1.5,3,5,127,51,14,327,59
982,"Entire home/apt",42.3511947327144,-71.047125010161,1,1,1,197,1,4,34,1
1,"Private room",42.3394156922462,-71.0770527192961,1.5,1,1,217,1,1,0,4
9,"Entire home/apt",42.3638137261818,-71.0515962717761,1,2,2,88,14,101,0,50
9,"Entire home/apt",42.3572519798505,-71.0692746851366,1,1,1,57,2,12,18,8
2,"Private room",42.3175556980954,-71.0589196540087,1,1,1,47,1,35,0,7
1,"Entire home/apt",42.3178035411625,-71.1062372144316,1,1,1,47,1,1,0,0
22,"Entire home/apt",42.3559166691749,-71.0597749762306,1,0,1,152,1,1,78,32
1,"Entire home/apt",42.3399205424489,-71.0516112314382,1,1,1,94,1,80,142,19
2,"Private room",42.3473734879592,-71.0502960194628,1,1,1,87,1,36,297,78
2,"Private room",42.3520549821292,-71.1396022497779,1,1,2,319,8,67,0,14
7,"Private room",42.272456697257,-71.1686314466641,3.5,1,2,305,2,65,363,48
4,"Entire home/apt",42.3227240852383,-71.0555932193888,2,3,7,145,34,24,295,23
4,"Entire home/apt",42.3312428813767,-71.0920185467818,1.5,3,5,27,49,19,333,3
1,"Entire home/apt",42.3501453990717,-71.1288471897446,1,1,1,326,1,55,0,0
9,"Private room",42.3184062958689,-71.0813204312093,1,1,1,258,8,3,0,4
9,"Entire home/apt",42.3639046410797,-71.05755214011,2,2,2,189,49,108,233,74
3,"Private room",42.3095766467439,-71.0479233985917,2.5,1,1,8,1,1,342,160
2,"Private room",42.3433327991709,-71.1482860504895,1,1,1,319,1,67,348,0
339,"Entire home/apt",42.3431888049921,-71.1023995811588,2,2,3,184,1,1,179,0
1,"Private room",42.3238373103381,-71.0613287419767,1,2,2,312,8,81,0,11
2,"Private room",42.2444814891234,-71.1168343605996,1,1,1,355,1,1,167,34
1,"Entire home/apt",42.3648180105296,-71.0515440223271,1,0,1,72,24,89,48,8
1,"Private room",42.361928853841,-71.1306406371379,1,2,2,133,1,1,0,3
6,"Private room",42.3508543275157,-71.0450884933104,1,1,1,57,2,36,170,0
4,"Entire home/apt",42.3291695123918,-71.0928809527048,4,7,13,188,49,56,333,0
1,"Entire home/apt",42.3447448278428,-71.0770598396572,1,0,1,53,1,1,0,1
12,"Entire home/apt",42.3478187800636,-71.0618280318463,2,3,6,204,24,32,324,3
1,"Private room",42.324856990309,-71.0873359739993,1,1,1,32,8,61,362,4
1,"Private room",42.332686668636,-71.0453569211213,1,1,1,67,2,104,272,27
2,"Private room",42.3588440172322,-71.0530006351684,1,1,1,110,1,1,0,2
